-8.742478239361888726e+00,-8.459618018548139773e+00,-8.745690680870215061e+00,-9.739435274624337779e+00,-1.069599095794948695e+01,-1.027146267843250627e+01,-1.006261857998085851e+01,-1.101422721149303818e+01,-1.168862637817653827e+01,-1.213740619934760723e+01,-1.271580740058089454e+01,-1.379347705802215529e+01,-1.502553155713702182e+01,-1.584870855250951571e+01,-1.719350235736782295e+01,-1.882353058900556775e+01,-2.017948660455336096e+01,-2.067448231220588184e+01,-2.221098951787571352e+01,-2.372578279836192294e+01,-2.421213984657952523e+01,-2.450916273710248205e+01,-2.551870839235706256e+01,-2.582444525039628402e+01,-2.646899176464552639e+01,-2.723935675591804895e+01,-2.816242650107949430e+01,-2.871197750933529491e+01,-2.823119594143252087e+01,-2.844165551671819969e+01,-2.801089693956324567e+01,-2.695065009667255040e+01,-2.633877295738470892e+01,-2.529735641203156860e+01,-2.265162071656954268e+01,-2.461153192979780258e+01,-2.440296199048967551e+01,-2.029963467641031372e+01,-1.832072234947181144e+01,-1.727271916913493754e+01,-1.663176989591424970e+01,-1.587058215712374576e+01,-1.430619034651161847e+01,-1.356627613953634004e+01,-1.480458571823426439e+01,-1.576234683259601255e+01,-1.554798175872950772e+01,-1.701685178716315150e+01,-1.688999350845714176e+01,-1.580671015279546765e+01,-1.600327751102750540e+01,-1.544130744135090971e+01,-1.336400733665113094e+01,-1.326556414121308869e+01,-1.330640824859149518e+01,-1.323250803370996564e+01,-1.425591735728641574e+01,-1.414143889736144111e+01,-1.370646302400844263e+01
-9.491573415009577630e+00,-9.179142039433765277e+00,-9.489936655108209607e+00,-1.049157114775908539e+01,-1.146594354955353801e+01,-1.103704468544699857e+01,-1.083109220800658257e+01,-1.180430019775907979e+01,-1.248402157501176823e+01,-1.296007910288990850e+01,-1.348042667379453086e+01,-1.453536763771616869e+01,-1.580127739775127971e+01,-1.664297714376915138e+01,-1.805364727208081632e+01,-1.967614408189337638e+01,-2.101753785668675434e+01,-2.152608677119738800e+01,-2.310466510463908207e+01,-2.465298142334383869e+01,-2.506152436800724459e+01,-2.536796946234379746e+01,-2.640728684005305738e+01,-2.673646972992217030e+01,-2.740918979211413742e+01,-2.812165533047000920e+01,-2.909371358196585433e+01,-2.973126047921551773e+01,-2.928353742730054066e+01,-2.974696934272407134e+01,-2.933372680997766579e+01,-2.836146551962110607e+01,-2.791057688497028266e+01,-2.669975467566946392e+01,-2.158148932543165799e+01,-2.308384678205835527e+01,-2.618790132041699792e+01,-2.189394376702842493e+01,-1.997121262215249615e+01,-1.888227471568579574e+01,-1.827405344583291225e+01,-1.750142360702653832e+01,-1.582538565966299338e+01,-1.493553594930449435e+01,-1.608382059366265793e+01,-1.706607246769873854e+01,-1.676657501602708322e+01,-1.837305307921462116e+01,-1.813963857482263009e+01,-1.688855551685267997e+01,-1.709558575433897332e+01,-1.655949993684221866e+01,-1.436037050380071634e+01,-1.423956786707216260e+01,-1.431541493079256000e+01,-1.424591607345223387e+01,-1.530721202452424023e+01,-1.519629725629806494e+01,-1.468992909728730822e+01
-9.571093421773491983e+00,-9.216867513543325785e+00,-9.599034518163019669e+00,-1.062245909635542596e+01,-1.161929751554155210e+01,-1.112192708426091947e+01,-1.091325823951376783e+01,-1.198224636136787424e+01,-1.272698659064578308e+01,-1.308765240353324799e+01,-1.352125472167793419e+01,-1.453752524983089955e+01,-1.584244955285669931e+01,-1.674017618825532239e+01,-1.818647641883897137e+01,-1.974910429563585268e+01,-2.102494718903194837e+01,-2.155131848069641975e+01,-2.317494699169998640e+01,-2.474271088444356437e+01,-2.516585706640984910e+01,-2.542471231947648391e+01,-2.644009972579359413e+01,-2.683847039712106053e+01,-2.756708309295240511e+01,-2.828411507239733425e+01,-2.933840283348042632e+01,-3.007793061742916407e+01,-2.966875902979103330e+01,-3.024918503064275299e+01,-3.000562236004907390e+01,-2.905394354817332214e+01,-2.868063996590266029e+01,-2.751950678690034024e+01,-2.256629287920697990e+01,-2.437920499330700963e+01,-2.746886839981686279e+01,-2.261542439302529317e+01,-2.061251814647549807e+01,-1.948069579573942889e+01,-1.889662625212589830e+01,-1.815285393998297891e+01,-1.642315664037187517e+01,-1.538714629059072792e+01,-1.640491679436491523e+01,-1.743757265717144023e+01,-1.707924549192218322e+01,-1.872375830369355754e+01,-1.849783308290845341e+01,-1.716016846851824340e+01,-1.744668787651578157e+01,-1.697719549552819274e+01,-1.459757582842756030e+01,-1.441083112019119739e+01,-1.447555850327017524e+01,-1.446732654962813669e+01,-1.552989574168730869e+01,-1.537665493809886463e+01,-1.488494852019345593e+01
-7.535115267792910743e+00,-7.967294240603229660e+00,-7.964567036344076811e+00,-9.092000934972865878e+00,-9.772360380882162190e+00,-9.410229480111508948e+00,-9.734092819578863853e+00,-1.061780238641171970e+01,-1.135640844894579438e+01,-1.194384389441964167e+01,-1.165011818363044327e+01,-1.255657146514051625e+01,-1.426096038957814116e+01,-1.523263297741771360e+01,-1.666457357918710969e+01,-1.761005674733524629e+01,-1.904370899094059411e+01,-2.015641307737284293e+01,-2.151879846234338700e+01,-2.306001485829713715e+01,-2.351161354025538230e+01,-2.363689270907775608e+01,-2.453012113030196062e+01,-2.495837891589215829e+01,-2.597232792105960542e+01,-2.677000570414545066e+01,-2.801285192678755820e+01,-2.858770219333780815e+01,-2.812247319519791944e+01,-2.848941811135831870e+01,-2.830005480920646477e+01,-2.774075228020254613e+01,-2.736094010398355536e+01,-2.619193843469635041e+01,-2.141352390478133927e+01,-2.365104923134207837e+01,-2.685004759987722522e+01,-2.150778419085851567e+01,-1.903140408900853586e+01,-1.740330325028667247e+01,-1.694489799358887083e+01,-1.675010097534331521e+01,-1.485030755488586074e+01,-1.313056651638629191e+01,-1.445733157737673658e+01,-1.587798546873118788e+01,-1.508626916403078155e+01,-1.679252787443488160e+01,-1.727470118368698948e+01,-1.570578327117977047e+01,-1.587317409533866197e+01,-1.569756773212360024e+01,-1.303857056592410224e+01,-1.257458239043914183e+01,-1.217075001759696384e+01,-1.243988406385214596e+01,-1.380905197634418968e+01,-1.337287690320034983e+01,-1.291437500523094606e+01
-6.479189391097023965e+00,-6.233527969911696331e+00,-6.203237260362145733e+00,-7.098210567117152259e+00,-8.947591774657198016e+00,-8.655340194239188989e+00,-8.444261607490810562e+00,-9.722985768141683138e+00,-1.003675683528810403e+01,-1.048773534965621046e+01,-1.154442608698141193e+01,-1.233496030917243580e+01,-1.388362389435668831e+01,-1.452328753344162315e+01,-1.629507920585671954e+01,-1.699638449166087639e+01,-1.780695735030129967e+01,-1.911843247962015013e+01,-2.043652900136427064e+01,-2.216436661064901514e+01,-2.270803229405620272e+01,-2.336140130614272437e+01,-2.413650981478729918e+01,-2.345829783725984541e+01,-2.534420790514383981e+01,-2.518916833768575358e+01,-2.542574616823277367e+01,-2.633565338410535261e+01,-2.625080908074263419e+01,-2.677437064513963350e+01,-2.603633109253440736e+01,-2.555612764890606670e+01,-2.570621189258427464e+01,-2.434543863171407097e+01,-1.982060712161637284e+01,-2.374611841095688547e+01,-2.578649178393364849e+01,-1.996258918507756874e+01,-1.801327664194185729e+01,-1.577283192569338510e+01,-1.457722750590087202e+01,-1.477020583796239350e+01,-1.356613184275767203e+01,-1.206033604691092087e+01,-1.247420000937621509e+01,-1.452670137583150556e+01,-1.424064788131009784e+01,-1.432623828877084904e+01,-1.534742903374081990e+01,-1.464919637718813483e+01,-1.461545751039362884e+01,-1.397598524520637930e+01,-1.103224909508598017e+01,-1.059008837820106130e+01,-1.098138998413805822e+01,-1.128819384874262077e+01,-1.283913517770642621e+01,-1.185938037487459873e+01,-1.101523828201217015e+01
-6.357191725839430596e+00,-6.017210475469525477e+00,-5.706464947497590146e+00,-6.894466917391630645e+00,-8.545317038222316697e+00,-6.704557439195703239e+00,-7.430227589620410633e+00,-8.832670653440681363e+00,-7.440611350704270599e+00,-8.568555133102508492e+00,-1.041178898090564076e+01,-1.175887354475503699e+01,-1.176399390989031524e+01,-1.381901369994827711e+01,-1.497852088838085471e+01,-1.531607840128334175e+01,-1.800867536079389097e+01,-1.894109741823163517e+01,-1.958128886305794225e+01,-2.134279339600160341e+01,-2.295340870025227886e+01,-2.330918928867313511e+01,-2.345862477412391911e+01,-2.219042646317913636e+01,-2.443465526940279275e+01,-2.460080198804105933e+01,-2.215730057298052813e+01,-2.410523896557158352e+01,-2.599585205220733997e+01,-2.487909022460846842e+01,-2.344970108113816565e+01,-2.448856915232131115e+01,-2.441304362456579113e+01,-2.239705189620369907e+01,-1.927245321169748848e+01,-2.633607681647333365e+01,-2.471812452508068603e+01,-1.936325343689088996e+01,-1.619395733258376069e+01,-1.343248581038447220e+01,-1.160071458519446175e+01,-1.137597460726514065e+01,-1.092518884113769317e+01,-9.527306892908391944e+00,-1.046184135261749582e+01,-1.348068280595242285e+01,-1.188430394797756584e+01,-1.201783269811450516e+01,-1.127907595577428168e+01,-1.200694867101645968e+01,-1.356842469320470101e+01,-1.149274786788199698e+01,-9.004421747932919828e+00,-9.690991345944073743e+00,-8.829956282323609074e+00,-8.700385994416750535e+00,-1.018008512991409553e+01,-9.101430589166335849e+00,-7.951437772631049228e+00
-6.203145722598611300e+00,-5.270331979521934329e+00,-6.890400297481661163e+00,-4.908531907053936827e+00,-2.168541502973342805e+00,-5.462866764032561662e+00,-7.819588048597523766e+00,-5.298931057749022955e+00,-4.062813296594873336e+00,-9.029594223894987337e+00,-9.341225674559428427e+00,-8.887670281344004053e+00,-1.246493637413627020e+01,-1.502637890053047798e+01,-1.632342078313897460e+01,-1.518062530307332914e+01,-1.694637466812474358e+01,-1.795875789846691006e+01,-1.996969754062204672e+01,-2.092313583253037734e+01,-2.373235380749590462e+01,-2.395332330244696450e+01,-2.392440508470840754e+01,-2.206805628263624897e+01,-2.360124601312277193e+01,-2.294410009279582852e+01,-2.434033380799327873e+01,-2.590269448116275797e+01,-2.662011851890924063e+01,-2.565424212761272216e+01,-2.273872959405026606e+01,-2.413990677555607789e+01,-2.598458184756313116e+01,-2.436456513765203979e+01,-1.892809987570786490e+01,-2.832898424106560853e+01,-2.610224743146022774e+01,-2.081814903030389630e+01,-1.539465659172735634e+01,-1.152846963341741215e+01,-1.700986971996177388e+01,-1.463971864001039336e+01,-1.239092754742458169e+01,-1.176960712583439950e+01,-1.165068490709592552e+01,-1.288027527854609389e+01,-1.109792377409763908e+01,-1.281215760894716560e+01,-1.123293505146300753e+01,-9.691442777953332310e+00,-1.156427645701844220e+01,-7.388988726650271843e+00,-8.898718677851180203e+00,-9.130616548923034870e+00,-8.724166135266147037e+00,-9.069020894740807748e+00,-1.051443245317825337e+01,-1.177144905584274071e+01,-9.445622371286640728e+00
-8.452817953899270265e+00,-6.337563934817056932e+00,-6.798364300018559625e+00,-3.305310363588705780e+00,-4.008776656079267475e+00,-4.107738146791531264e+00,-1.127906782447769274e+01,-5.108399562583452180e+00,-4.813530717588366592e+00,-8.195971297838733349e+00,-1.223606536079786444e+01,-1.082359935410500995e+01,-9.748137299561067337e+00,-1.592695220845820359e+01,-1.768378057476888188e+01,-1.547831991565939802e+01,-1.497741420867927786e+01,-1.805073564929780261e+01,-1.904290226613306558e+01,-2.005916999011054003e+01,-2.361907917160896631e+01,-2.500512127345977120e+01,-2.235587809089993883e+01,-2.101015956203467283e+01,-2.382355699111609226e+01,-2.253399474286923621e+01,-2.198787712417383489e+01,-2.373649568044374192e+01,-2.485098983891371205e+01,-2.506642528826328231e+01,-2.249343961775479883e+01,-2.841569281922221535e+01,-2.262531576163147307e+01,-2.043553247094506631e+01,-1.981602932994254473e+01,-2.889195908715223737e+01,-2.771406219315215580e+01,-2.287747847971885307e+01,-1.758922755485712131e+01,-1.262222849464122909e+01,-1.401095663887362441e+01,-1.370259601791378046e+01,-1.094679636585271432e+01,-1.440454959024159898e+01,-1.594038833898033580e+01,-1.423126781725546230e+01,-8.554745512571694022e+00,-1.388982524075767877e+01,-1.202080640583662152e+01,-8.951900261277693005e+00,-5.244818024471926243e+00,-5.003409999873619007e+00,-1.234088459031733720e+01,-1.189957978154597740e+01,-1.183486296414691452e+01,-1.069635836910697080e+01,-1.387889491277510068e+01,-1.463359691062755275e+01,-8.161906455516062309e+00
-1.150573636458609528e+01,-8.632301535988306185e+00,-8.681038344973210030e+00,-8.811673156194867573e+00,-4.846715481837387429e+00,-4.382947021247502128e+00,-1.059707485882781874e+01,-8.605129338571504860e+00,-4.936771085421685079e+00,-1.228520048303797019e+01,-1.386049093130485765e+01,-9.155315723263875327e+00,-1.021557199664450266e+01,-1.626916996261571668e+01,-1.668446324477960374e+01,-1.429418638041364531e+01,-1.499043691366514786e+01,-2.205340921335704252e+01,-1.825318972581612087e+01,-1.986586364127058957e+01,-2.241161311927181643e+01,-2.609706163245408206e+01,-2.232358124176581882e+01,-2.215135387658491695e+01,-2.839020453016389212e+01,-2.241481073435951643e+01,-2.522277159462150209e+01,-2.555441362519599835e+01,-3.164324887742402126e+01,-2.595801922021691155e+01,-2.653860687672914054e+01,-2.506094570604922822e+01,-2.460389069356673986e+01,-2.260567064777328739e+01,-2.094223631292552668e+01,-2.463667081984854690e+01,-3.113019619152198203e+01,-2.320704352998173192e+01,-1.891489721199562624e+01,-1.582293294685305973e+01,-2.155012312538521613e+01,-1.405260247840763554e+01,-1.521983501977908659e+01,-1.426635343867627448e+01,-1.438663675253091867e+01,-1.194060650687722713e+01,-9.795740409212433164e+00,-9.440274812978895369e+00,-6.458600289009986284e+00,-1.152206471485639838e+01,-9.628312760944689686e+00,-8.727659703224757592e+00,-9.056474272354249067e+00,-9.821747092697123094e+00,-8.638439128160523950e+00,-1.017694304032946917e+01,-1.159305577315500280e+01,-1.061123652001308315e+01,-8.321708293738689477e+00
-8.553045059180446330e+00,-7.018024734594392022e+00,-7.339981615979385587e+00,-8.017511311011350728e+00,-3.308933560163026311e+00,-2.512690951163853104e+00,-6.021501328433178202e+00,1.207450891120545600e-01,-2.452067673378575119e+00,-6.620852301393981953e+00,-1.451316119440242147e+01,-8.134952410030582115e+00,-1.091131472152452986e+01,-1.642857588312156381e+01,-1.353619579743988766e+01,-1.280325155239940571e+01,-1.366497662859379147e+01,-1.477452025857168749e+01,-1.765807117227566181e+01,-1.974254430548871397e+01,-2.098589689586521700e+01,-2.144780300505109238e+01,-2.294513639624929269e+01,-2.128256928013463778e+01,-2.202561504086942534e+01,-2.165554796704588014e+01,-2.382256717094543674e+01,-2.605608813940002833e+01,-2.619811539922494603e+01,-2.569008666058671153e+01,-2.584246566062904904e+01,-2.479009643613668601e+01,-2.863537011543910538e+01,-2.240089203970210363e+01,-2.006995381263376288e+01,-2.307874388207619276e+01,-2.647291686068835048e+01,-1.886876777583222164e+01,-1.624934413657804910e+01,-1.597803808376994361e+01,-1.400080906194846264e+01,-1.376915138765042812e+01,-1.700374345198610371e+01,-1.773305345915921905e+01,-1.253264470969440936e+01,-1.025845620113358159e+01,-9.714524851512530645e+00,-4.570621120096393319e+00,-1.054555330515095868e+01,-8.025402131893359936e+00,-6.486818643483436730e+00,-8.935822631331056698e+00,-1.325644712041534312e+01,-1.089548484366511794e+01,-9.175403617352012375e+00,-8.975022927531867367e+00,-1.043341979251127860e+01,-1.391966622669132825e+01,-8.322453697267691908e+00
